GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,2022300001,388,1641809,Drew Peterson,1612709915,Maine Celtics,3,8,17,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,50,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,391,1631120,JD Davison,1612709915,Maine Celtics,3,7,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,4,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,395,1630648,Jordan Schakel,1612709915,Maine Celtics,3,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,208,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,405,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,3,7,38,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,37,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,407,1641994,Brandon Slater,1612709915,Maine Celtics,3,7,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,106,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,409,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,3,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,121,242,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,413,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,3,6,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,175,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,422,1641809,Drew Peterson,1612709915,Maine Celtics,3,6,36,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-26,122,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,423,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,3,6,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,10,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,425,1630648,Jordan Schakel,1612709915,Maine Celtics,3,6,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-43,257,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,427,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,3,5,50,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,21,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,440,1630569,DJ Steward,1612709915,Maine Celtics,3,5,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,85,269,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,442,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,3,4,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,22,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,445,1630306,Rob Edwards,1612709915,Maine Celtics,3,4,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-26,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,460,1630306,Rob Edwards,1612709915,Maine Celtics,3,4,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,8,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,463,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,3,4,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,21,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,464,1641775,Jordan Walsh,1612709915,Maine Celtics,3,3,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,185,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,471,203503,Tony Snell,1612709915,Maine Celtics,3,3,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-184,182,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,473,1642105,KJ Williams,1612709889,Oklahoma City Blue,3,3,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,157,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,475,1630569,DJ Steward,1612709915,Maine Celtics,3,3,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,25,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,476,1631455,Jaden Shackelford,1612709889,Oklahoma City Blue,3,3,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,150,220,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,478,1642105,KJ Williams,1612709889,Oklahoma City Blue,3,3,3,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,50,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,480,1630306,Rob Edwards,1612709915,Maine Celtics,3,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-66,248,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,482,1642105,KJ Williams,1612709889,Oklahoma City Blue,3,2,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,205,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,484,203503,Tony Snell,1612709915,Maine Celtics,3,2,10,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,83,50,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,486,1630283,Kylor Kelley,1612709915,Maine Celtics,3,2,7,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,487,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,3,1,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,81,279,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,493,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,3,1,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,37,7,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,500,1631120,JD Davison,1612709915,Maine Celtics,3,0,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,86,127,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,502,1642105,KJ Williams,1612709889,Oklahoma City Blue,3,0,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,21,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,504,1630569,DJ Steward,1612709915,Maine Celtics,3,0,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,235,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,506,1642105,KJ Williams,1612709889,Oklahoma City Blue,3,0,14,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-56,20,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,508,1631120,JD Davison,1612709915,Maine Celtics,3,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,13,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,520,1631120,JD Davison,1612709915,Maine Celtics,4,11,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,260,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,521,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,4,11,25,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,254,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,526,1630648,Jordan Schakel,1612709915,Maine Celtics,4,11,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,236,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,528,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,4,10,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,123,274,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,530,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,4,10,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,222,120,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,532,1630648,Jordan Schakel,1612709915,Maine Celtics,4,10,25,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-152,129,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,534,1630791,James Banks III,1612709915,Maine Celtics,4,10,20,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,536,1631455,Jaden Shackelford,1612709889,Oklahoma City Blue,4,10,11,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,21,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,538,1631120,JD Davison,1612709915,Maine Celtics,4,10,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,19,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,543,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,4,9,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,31,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,541,1641775,Jordan Walsh,1612709915,Maine Celtics,4,9,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,22,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,553,1630648,Jordan Schakel,1612709915,Maine Celtics,4,9,13,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,6,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,555,1630186,Jahmi'us Ramsey,1612709889,Oklahoma City Blue,4,8,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,162,216,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,557,1631120,JD Davison,1612709915,Maine Celtics,4,8,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-23,252,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,568,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,4,8,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,25,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,573,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,4,7,55,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-32,117,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,575,1630569,DJ Steward,1612709915,Maine Celtics,4,7,44,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,11,64,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,580,1641809,Drew Peterson,1612709915,Maine Celtics,4,7,11,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-85,14,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,582,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,4,6,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,149,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,587,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,4,6,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,202,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,592,1630306,Rob Edwards,1612709915,Maine Celtics,4,6,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,15,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,596,1641994,Brandon Slater,1612709915,Maine Celtics,4,6,27,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,24,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,597,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,4,6,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,33,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,598,1641994,Brandon Slater,1612709915,Maine Celtics,4,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,188,197,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,600,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,4,5,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,176,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,602,1630306,Rob Edwards,1612709915,Maine Celtics,4,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,211,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,604,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,4,5,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-173,223,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,613,1641809,Drew Peterson,1612709915,Maine Celtics,4,5,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,237,100,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,619,1641809,Drew Peterson,1612709915,Maine Celtics,4,4,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,143,235,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,621,1630791,James Banks III,1612709915,Maine Celtics,4,4,47,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,29,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,627,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,4,4,35,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,20,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,629,1641775,Jordan Walsh,1612709915,Maine Celtics,4,4,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-134,198,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,632,1630648,Jordan Schakel,1612709915,Maine Celtics,4,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-69,248,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,634,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,4,3,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-227,118,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,637,1641775,Jordan Walsh,1612709915,Maine Celtics,4,3,26,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,55,17,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,639,1631172,Ousmane Dieng,1612709889,Oklahoma City Blue,4,3,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,-6,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,641,1631120,JD Davison,1612709915,Maine Celtics,4,2,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-1,261,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,650,1630322,Lindy Waters III,1612709889,Oklahoma City Blue,4,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,195,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,654,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,4,1,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,8,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,657,1641809,Drew Peterson,1612709915,Maine Celtics,4,1,31,Missed Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,23,122,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,661,1630648,Jordan Schakel,1612709915,Maine Celtics,4,1,5,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,6,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,663,1630846,Olivier Sarr,1612709889,Oklahoma City Blue,4,0,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-51,154,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,667,1642104,Hunter Maldonado,1612709889,Oklahoma City Blue,4,0,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,209,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300001,669,1630648,Jordan Schakel,1612709915,Maine Celtics,4,0,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,15,1,1,20231227,OKL,MNE
Shot Chart Detail,2022300001,698,1641749,Keyontae Johnson,1612709889,Oklahoma City Blue,4,0,2,Missed Shot,Turnaround Fadeaway shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,233,107,1,0,20231227,OKL,MNE
Shot Chart Detail,2022300002,7,1631410,Kameron Hankerson,1612709921,Long Island Nets,1,11,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-2,170,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,9,1631266,Kyler Edwards,1612709921,Long Island Nets,1,11,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,173,196,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,13,1631113,Kennedy Chandler,1612709921,Long Island Nets,1,11,3,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-1,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,15,1631102,TyTy Washington Jr.,1612709927,Wisconsin Herd,1,10,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,172,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,19,1629716,Marques Bolden,1612709927,Wisconsin Herd,1,10,27,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,36,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,21,1631410,Kameron Hankerson,1612709921,Long Island Nets,1,10,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,67,242,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,23,1631113,Kennedy Chandler,1612709921,Long Island Nets,1,10,6,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,20,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,25,1641918,Patrick Gardner,1612709921,Long Island Nets,1,10,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-113,239,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,27,203922,Glenn Robinson III,1612709927,Wisconsin Herd,1,9,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,108,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,29,1631113,Kennedy Chandler,1612709921,Long Island Nets,1,9,26,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,0,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,31,1631266,Kyler Edwards,1612709921,Long Island Nets,1,9,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,33,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,9,0,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-1,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,35,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,8,57,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,37,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,8,55,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,-8,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,42,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,8,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,1,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,44,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,8,15,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,51,1641918,Patrick Gardner,1612709921,Long Island Nets,1,7,48,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,53,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,53,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,7,27,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-4,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,58,1631266,Kyler Edwards,1612709921,Long Island Nets,1,7,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-201,141,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,60,1629232,Kaiser Gates,1612709921,Long Island Nets,1,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,221,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,62,1642071,Sam Peek,1612709927,Wisconsin Herd,1,6,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,32,56,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,64,1642071,Sam Peek,1612709927,Wisconsin Herd,1,6,29,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,15,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,75,1631160,Jordan Hall,1612709921,Long Island Nets,1,6,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,124,13,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,77,1631102,TyTy Washington Jr.,1612709927,Wisconsin Herd,1,5,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-102,151,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,79,1641987,David Muoka,1612709921,Long Island Nets,1,5,42,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,12,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,82,1631102,TyTy Washington Jr.,1612709927,Wisconsin Herd,1,5,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-16,243,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,84,1642071,Sam Peek,1612709927,Wisconsin Herd,1,5,16,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231227,LIN,WIS
Shot Chart Detail,2022300002,93,1642011,Terry Roberts,1612709921,Long Island Nets,1,5,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-99,144,1,1,20231227,LIN,WIS
Shot Chart Detail,2022300002,95,1629117,Wenyen Gabriel,1612709927,Wisconsin Herd,1,4,50,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,1,1,1,20231227,LIN,WIS
